Account,Account_Num,Account_Description,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01
5005,5005,Payroll taxes - Direct,0.0,0.0,0.0,0.0,2033.01,4344.12,6451.45,5301.35,3916.19,4659.21,5030.02,11311.86,7048.06,7161.27,6373.4,6115.78,6867.3,7520.36,10091.88,6959.37,6464.62,7282.87,7272.1,12992.39,12801.08,8425.08,6996.49,6507.96,7363.23,12358.83,7772.95,7799.26,10135.77,10416.99,9888.5,19564.53,18700.29,11066.35,10768.8,10795.36,10753.25,15823.78,10196.21,11984.15,12015.4,10148.2,5054.07,10189.88,11945.73,10992.72,10808.18,10214.41,16285.43,10872.2,10247.08,11752.49,12286.16,12786.53,18231.92,13937.79,12753.83,10678.23,9868.71,10500.91,15312.16,10950.95,11250.45,10345.93,-8441.79,17548.75,11138.45,14894.21,15335.22,13404.85,10435.34,17065.51,10835.32,10687.15,10058.65,10080.18,6630.27,15206.32,9799.71,17785.25,14299.63,12222.46,11399.19,16759.94,13137.79,12973.1,15221.4,13369.96,15288.1,12020.56,11594.35,22431.96,15476.73,15578.42,20832.45,19593.73,18410.38,23256.86,17461.29,18138.49,21562.92,17698.56,19589.28,35815.5,25688.97,21217.32,26780.64,21971.42,25199.07,21700.17,20518.88,27828.9,22034.11,21697.96,26828.37,40874.12,41541.13,31385.49,35497.64,34027.97,38705.09,31911.79,30104.16,41889.08,27772.09,39598.52,24743.09,52981.08,20631.26
5010,5010,Worker`s Comp - Direct,0.0,0.0,0.0,0.0,1619.33,4181.88,8214.34,5356.62,4080.42,4756.44,5416.69,10016.25,3761.63,4283.93,4526.41,3836.42,4586.37,4893.52,36401.63,9207.34,7887.83,9074.67,8693.7,13080.34,8514.18,8772.06,6858.19,5812.52,6055.37,9085.64,6079.92,6242.9,7736.44,7620.51,7939.59,20301.08,8756.99,8307.0,10654.98,9934.53,9311.7,13735.24,8670.15,17024.45,10391.35,9151.07,12208.95,13196.49,7610.12,8602.23,11161.44,11267.12,17594.88,11662.17,11638.54,13215.74,13858.78,16185.28,24720.93,21761.48,12387.98,12992.41,11185.16,12117.03,13006.52,10280.18,5125.28,11990.59,11409.78,20660.07,14150.39,19438.42,12509.92,14569.8,10631.89,11450.43,8558.37,8461.61,8036.17,8449.9,8450.23,11903.29,8212.91,14018.01,7218.54,7467.5,8907.44,12138.79,10276.36,10434.11,11664.7,25286.32,10735.98,8665.56,8682.73,4150.56,8559.08,9852.9,5206.62,13087.42,12148.3,15168.33,11978.41,9161.87,15427.73,12601.81,13723.55,26841.89,14263.02,14330.06,31012.45,15115.22,16948.32,14227.78,13910.67,18803.32,15825.61,16006.76,20065.44,30009.7,20861.63,20657.89,11798.6,9612.56,11254.43,9082.03,8870.3,12719.88,9372.26,13156.31,8503.87,21174.27,3761.67
5015,5015,Benefits - Direct,0.0,0.0,0.0,0.0,3.25,8080.73,4175.29,5192.61,5062.38,4589.29,3895.25,4652.05,4486.38,4745.13,6802.89,5799.98,7385.93,4942.7,10224.63,6690.23,7936.6,7589.35,8820.42,11491.32,8696.07,5829.98,8216.19,8860.19,9213.62,9063.06,11816.98,11080.46,9561.26,12273.59,12908.78,12507.18,13328.45,12738.59,12277.21,14223.41,13254.53,14280.53,14241.86,13711.05,14245.11,12125.28,13338.66,26769.39,2814.32,11948.62,16108.7,14150.63,15542.99,14085.5,14768.27,15646.27,17126.32,19545.54,13392.91,17489.57,11625.25,16602.85,14077.64,14526.42,14641.15,16107.02,15737.31,13767.39,16799.79,13974.06,16624.71,16387.47,14503.16,16123.31,14929.05,12942.17,17286.31,16187.16,21115.97,15472.46,15605.17,18460.58,10719.87,17967.22,15998.29,14682.85,14743.15,18376.93,20916.4,16052.47,18646.04,18817.03,19480.65,18830.84,33874.18,3504.81,16107.95,18644.35,19200.69,39379.92,4651.75,23987.56,22891.06,23060.19,20446.25,21788.17,22000.97,24613.59,22812.99,23766.05,18330.13,23926.82,27372.98,25150.33,26397.43,26277.69,26650.27,52196.5,7384.93,26665.84,7358.11,45483.75,28345.9,25275.69,28187.0,70742.89,15348.32,40821.19,35920.8,36190.73,35549.11,23424.58,1104.66
5020,5020,401K/PSP - Direct,0.0,0.0,0.0,0.0,0.0,706.8,1342.64,991.12,1055.4,1301.41,1381.08,1972.07,1242.3,1175.85,1622.45,1654.97,2211.01,2498.56,3272.46,2396.6,2599.32,2917.67,2961.66,3967.61,3105.71,3219.84,3368.19,2897.35,3399.12,4859.27,3279.44,3190.09,3640.87,3982.93,4046.4,9199.33,4301.04,4140.17,4239.44,4042.25,4309.14,6527.82,4228.82,4862.04,4479.23,4032.6,4538.4,7478.24,3536.63,3865.13,4438.48,4339.56,7724.04,5324.61,4805.97,5636.37,5673.36,6145.54,9535.45,8716.09,4578.05,4697.92,5036.41,5501.26,8135.44,5756.96,5653.46,5127.86,4688.02,7756.05,5266.82,8198.3,4770.06,5366.36,4740.91,7733.23,4578.19,4816.98,4525.46,4687.18,5064.2,6939.58,4664.4,9029.42,4723.12,5170.15,5097.7,6452.31,5335.36,5262.26,6328.04,5667.18,7193.89,5440.02,5280.58,12663.58,5613.74,6670.62,8737.52,7646.55,7519.88,11402.17,7715.16,8511.88,10094.22,8185.0,8609.0,31432.31,7831.53,8392.49,10520.14,8947.25,10259.42,8454.59,8412.89,11109.12,9565.37,9390.4,11661.74,44386.89,11712.65,10634.19,10728.36,11855.28,14005.23,11453.84,10910.05,13666.1,9808.69,12042.2,8287.59,20263.72,4844.42
5025,5025,Bonus Expense - Direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14583.0,14583.0,14583.0,14583.0,14583.0,14583.0,14583.0,14583.0,14583.0,14583.0,14583.0,-160413.0,0.0
5200,5200,Materials,0.0,0.0,1777.65,6292.52,6939.44,11831.28,11713.41,10239.27,28983.89,47575.52,6923.33,4141.14,20304.65,16353.67,44447.88,19312.55,21465.88,31746.66,59037.55,13080.76,30920.94,29955.79,13677.5,52641.98,8034.7,15552.92,14509.26,14306.27,17666.92,24538.72,26412.95,35759.8,51635.35,32001.0,37757.3,35474.75,57960.06,32454.61,80523.54,8446.74,32771.92,22537.16,63116.68,58034.65,150661.4,23196.69,14718.37,27770.88,45127.87,97571.46,30826.14,41115.6,30854.27,31202.06,72851.64,26809.69,40514.93,34906.82,30842.86,31235.26,18947.99,17801.45,33582.55,11090.01,43622.26,42811.11,28007.12,13688.32,27210.41,22985.48,30697.1,70653.73,117684.01,30336.32,34373.5,39699.64,27593.4,45641.0,22785.15,21873.44,23574.85,36563.76,36138.62,31375.31,45872.71,55351.95,77437.22,30678.57,51466.11,38624.62,37978.15,46387.27,42457.02,29001.1,36144.54,5885.87,41812.95,87311.19,58967.08,37094.71,30103.2,41226.95,45557.33,59115.33,23538.37,98847.57,49236.91,38229.16,45713.26,41430.14,48272.73,43358.27,45274.41,112054.05,33683.54,48845.42,41812.07,29945.96,111018.46,14639.86,67577.41,43072.22,192760.31,78145.41,139707.07,656861.27,57563.26,51238.17,73524.39,74443.17,96299.04,45881.95,4204.48
5300,5300,Subcontracts,0.0,0.0,14554.69,32064.24,28281.0,49693.05,66812.56,84844.51,218990.71,266150.41,402669.49,191773.66,554085.61,335816.29,898688.76,826830.69,544970.23,721716.35,572502.42,608998.68,549910.78,574813.87,433964.48,328859.06,294966.35,265152.58,301475.73,264987.05,314426.62,281517.59,265832.21,478369.8,779692.16,990319.36,1282470.26,900242.7,993991.33,1686482.18,1249189.63,1778585.97,1807876.75,1304299.97,1378834.11,2454236.13,1524989.89,1954452.17,673353.56,362634.1,695373.05,683782.07,731856.87,916581.19,1046163.11,1032905.57,711656.04,811285.87,878941.32,718555.49,804151.01,629492.64,649480.34,218069.11,463517.2,262065.68,411593.31,801790.74,804708.95,524045.12,868951.21,533670.66,1648840.75,866327.56,859806.43,665074.35,767307.02,957756.89,836206.64,999910.04,607183.65,739344.98,468253.65,879199.19,650735.63,894257.08,933045.66,1007129.54,1841834.36,1009636.68,1165387.23,888644.52,1377811.39,2242071.64,1570680.14,1574875.92,1117222.8,708334.14,1773252.35,1265163.09,1076755.29,1826788.99,2467646.82,1473591.56,1368784.99,1620530.8,1653071.71,1112224.1,1767776.02,1315410.81,1847612.03,1444251.71,1458481.18,1484570.91,2053179.61,2745355.92,1348088.66,1769867.81,2070635.62,2417696.19,1872559.21,1725601.22,2932193.74,1880238.47,2677818.22,2390953.87,3244141.71,3163518.23,3057244.34,2557161.7,4282662.21,1802607.81,1983135.15,2068796.05,35666.31
5410,5410,Rented equipment,0.0,0.0,0.0,0.0,0.0,462.48,967.52,221.84,7945.69,11343.15,0.0,-285.14,1411.87,75.0,0.0,2121.84,4556.23,689.01,1231.35,8147.8,7536.34,19399.77,20432.71,5902.83,190.0,1140.0,14755.77,380.0,190.0,190.0,4123.98,5459.56,6499.17,569.89,2718.26,1079.46,932.86,16611.35,20063.46,23257.61,29491.93,30514.35,44591.69,36003.35,65928.35,61884.55,25116.45,25652.57,31078.24,27262.45,27114.62,38102.41,47552.7,37129.53,21384.97,30084.73,33889.85,27444.63,44507.94,27071.14,32311.48,30639.0,22082.0,39134.47,22627.31,33152.12,26887.67,26368.31,28318.56,34379.72,33540.56,48920.12,46489.22,45173.56,32361.72,39999.72,37875.32,51799.4,35534.3,37918.06,42385.46,37548.1,35154.0,58208.51,46367.91,44534.68,40014.22,46840.93,42430.35,39077.4,53320.21,61910.1,59814.08,63876.82,80006.09,64950.09,53079.45,64589.38,51237.73,39567.52,41157.79,53022.04,50913.13,61025.65,58274.7,44919.12,61583.89,58408.91,49185.33,63354.89,51361.68,50686.01,68288.66,62628.89,58478.48,56807.76,79095.09,66409.64,69471.69,70154.85,52883.37,81729.41,61098.04,90401.62,66369.65,85733.38,92891.98,79732.69,53248.84,45056.42,43489.68,43864.23,0.0
5420,5420,Plans and Drawings,0.0,462.38,0.0,391.5,4080.0,3591.2,0.0,39089.77,0.0,92238.79,0.0,0.0,0.0,0.0,3403.12,0.0,0.0,0.0,237.5,0.0,0.0,0.0,0.0,250.0,0.0,0.0,57.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500,5500,Other Direct Job Costs,0.0,0.0,0.0,0.0,3809.07,2599.52,538.16,10504.77,8619.89,2689.45,2148.73,50229.5,30954.62,10660.64,12647.17,33309.51,8226.62,49753.53,56109.8,37168.33,29815.19,21931.69,12431.89,71504.85,7463.2,18095.56,16155.86,36769.48,20968.67,38846.27,29861.45,30385.19,41406.4,39046.94,62599.39,53311.94,110810.21,18431.0,19445.41,38423.07,52768.26,59759.39,80562.9,61407.04,107935.82,80453.31,61285.36,9974.9,35555.21,14990.56,11966.78,37385.74,28003.55,28409.47,14870.42,9402.01,14694.31,26338.32,24212.93,30007.48,21642.15,14598.79,58205.99,6600.57,-40121.6,28818.62,26498.0,21957.94,24733.17,38803.78,7230.47,6482.72,10172.64,4808.85,10665.37,4621.75,13420.24,74006.02,8651.84,8900.35,34216.47,20741.41,13820.67,16923.28,15413.76,45759.2,26394.73,31902.54,21803.41,17840.63,15061.57,29365.38,52045.61,80757.68,23634.69,-75.14,25661.48,24407.81,18636.44,10650.07,12606.28,10440.68,58230.86,51534.31,7958.02,20125.25,29259.85,56409.36,27328.36,7986.18,21113.84,37053.14,37432.1,22798.77,48335.4,21887.83,58084.1,53878.3,22187.94,57991.4,36091.46,27363.3,151385.41,79022.88,70395.54,43966.6,88363.57,52174.5,45961.73,30628.91,42884.93,125833.84,10873.84
6010,6010,Labor - Indirect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145558.0,0.0,40142.0,43060.0,0.0,0.0,43060.0,0.0,43060.0,0.0,0.0,0.0,0.0,89682.0,-371884.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420313.65,-6117.8,48020.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184269.9,203362.62,126994.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184586.1,73984.64,0.0,204082.91,0.0,0.0,0.0,8612.0,15827.5,0.0,14250.0,7250.0,146055.33,6495.0,5920.0,123924.56,7456.25,6365.0,7992.5,4656.25,8030.0,8528.46,7863.09,7216.25,6230.0,9250.0,6441.25,9993.75,8476.25,8073.75,6100.0,8190.0,5865.0,0.0,9900.0,15177.5,5878.75,10626.25,0.0,48038.55,227821.03,32695.49,23494.4,20359.84,26087.32,22657.32,23547.1,23223.28,18746.72,23214.77,17774.06,52922.96,4867.76
6015,6015,Labor - Project Mgr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11538.45,23076.9,23099.09,25831.62,237725.82,40429.52,69898.56,42145.6,77835.6,42327.28,46727.91,81269.9,52883.74,56034.67,58069.66,73139.42,613961.21,57661.73,111721.12,34795.6,34738.97,34969.29,53319.58,47844.09,44738.62,46785.37,49112.31,48611.93,750097.87,-453510.51,75044.08,532865.15,56032.18,100249.68,90801.45,95818.19,53365.21,141234.86,71808.86,78447.27,474432.45,66168.72,117465.22,513969.82,53907.78,80001.5,54507.98,54969.32,60675.0,61536.37,62623.12,95945.51,1056939.2,66675.65,150205.72,70303.62,74219.9,110223.81,74679.69,73985.04,74701.21,74085.8,113188.16,310830.28,943319.06,89278.14,89407.93,90124.28,135332.67,90365.04,91943.41,92578.23,95682.23,103562.76,386256.54,100297.84,1352060.9,86664.36,69371.26,73138.63,88104.35,70674.78,78721.66,101360.85,77363.96,98526.21,525771.76,92454.28,1494199.51,120705.44,121064.28,153253.39,139023.52,147854.03,187683.7,149071.7,161122.22,185690.5,146057.04,170258.0,21470.78,149122.2,143297.92,181307.46,149168.48,189013.19,149813.48,147590.49,182114.66,147052.75,194972.43,197980.83,584571.6,251217.34,137606.26,140390.69,140642.38,192832.68,152338.79,158448.49,208917.89,165310.16,183890.43,144765.41,1232728.34,154497.98
6025,6025,Bonus Expense - Indirect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,-385000.0,0.0
6030,6030,Payroll Taxes - Indirect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.77,1916.75,1767.08,2089.06,17265.99,3774.67,5334.74,3199.38,5596.87,3287.53,3887.49,6056.66,2415.15,2207.1,2490.84,2525.42,27963.0,7004.21,8867.24,2288.13,1856.6,1917.06,2963.17,2209.55,1971.0,2313.34,2626.43,2267.63,31396.15,-16381.48,6260.1,24385.34,4199.89,7588.95,6567.42,3848.23,3349.14,4733.59,3685.02,4810.18,21343.66,6637.36,9164.16,5737.24,3349.07,4920.36,3352.86,3411.58,4048.9,3994.42,3957.02,5908.55,30135.46,4777.09,11719.46,5380.05,5680.8,7415.07,4827.76,4757.56,4807.66,4760.58,7311.29,8266.92,29973.36,9233.11,5848.88,5903.68,8872.56,5922.11,6042.85,6091.4,6328.87,7253.92,13108.65,5968.32,48205.93,7408.07,5555.67,5826.18,6938.57,5565.49,6379.17,8051.64,6053.4,7791.75,13092.49,7340.41,36833.86,11600.65,9480.31,-19423.53,11050.92,11694.76,14724.21,11503.43,12105.17,13197.43,9635.44,11415.41,25988.21,14446.66,11235.79,14095.16,11604.31,14815.84,11614.62,11441.5,14108.85,11391.21,14826.69,13034.19,29515.56,26851.78,12574.7,12120.95,12096.26,16730.06,12875.77,13710.1,17893.37,11776.76,14239.63,11020.4,42456.47,17443.37
6040,6040,Workers Comp - Indirect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,68.04,37.17,38.24,50.84,69.84,54.8,98.11,239.89,149.95,175.72,193.3,183.99,278.24,184.57,186.63,162.88,132.11,126.16,183.55,126.24,110.64,120.77,132.34,128.88,380.2,166.65,218.59,247.12,231.01,221.73,326.74,191.57,219.36,222.25,222.93,323.2,495.83,217.63,218.87,240.13,240.35,354.02,242.33,244.48,280.71,284.74,293.64,430.73,660.36,310.08,347.45,269.77,274.16,263.42,240.81,270.96,273.48,283.81,433.91,288.79,997.64,283.27,284.6,236.99,279.7,185.95,190.09,190.95,198.94,228.28,337.8,224.26,864.81,221.9,219.08,229.27,280.19,224.93,245.43,303.11,242.27,303.48,243.58,278.42,1341.78,269.41,270.27,345.26,325.87,354.16,445.52,354.18,385.12,443.77,349.23,409.72,1586.81,356.95,342.37,781.81,405.8,510.34,404.81,399.32,490.18,397.72,524.21,547.76,1677.5,495.22,369.29,2351.15,3004.61,4192.33,3277.04,3436.55,4530.15,3586.91,4432.7,3475.59,31533.03,1880.27
6045,6045,Benefits - Indirect,0.0,0.0,0.0,0.0,6.5,3533.12,1830.56,2213.81,2202.56,1843.56,2095.31,2956.01,2454.17,2444.42,2500.57,3039.94,2893.7,1608.73,15329.75,2989.33,3191.61,3977.33,3628.78,3582.78,3588.87,3262.81,3584.81,5075.07,4014.82,4239.82,4239.82,3395.67,3789.43,3770.33,3770.33,5259.72,4328.47,5467.77,4898.12,4898.12,5235.21,4038.53,4996.77,4645.87,4817.4,4936.98,4568.98,10623.96,2929.92,-299.1,4561.41,3854.27,5303.44,4152.98,16081.82,4213.78,5831.5,5382.71,5438.67,5375.77,5542.44,6009.85,5844.7,5116.69,5273.66,6858.37,6491.33,4903.89,5252.88,14955.31,13732.56,11818.07,5252.88,4865.55,5813.37,5252.88,5551.65,7286.14,5505.42,8116.09,4654.75,9104.6,5267.14,7359.33,4497.64,6113.3,5649.31,6114.24,7658.69,7520.21,7360.2,7778.05,10828.2,8617.22,13836.26,1206.39,7260.29,7745.95,7294.73,14003.51,1100.94,9855.62,8504.49,10271.62,7660.51,8983.87,16607.58,10797.75,8833.04,8827.44,9200.82,9829.73,10546.72,10140.79,26578.07,12578.05,12058.94,21345.17,2687.46,12776.77,3144.28,23245.76,10693.53,11591.83,13307.83,26744.43,3763.3,14452.49,16439.06,20553.04,16079.81,16200.61,0.0
6050,6050,401K/PSP - Indirect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.77,307.69,307.7,307.7,3692.32,2307.63,2634.16,461.52,2076.84,0.0,32.0,192.0,144.0,160.0,164.5,162.5,240.0,160.0,23467.72,1316.8,369.19,575.38,896.37,639.1,632.98,637.06,641.14,652.36,9814.32,1030.7,1212.68,21097.0,2013.48,3569.13,1727.22,1278.36,1292.75,1270.68,1270.68,2041.48,12910.66,1544.6,3979.42,1547.6,1546.1,2313.89,1608.6,1601.06,1619.1,1947.06,1933.22,2830.17,24392.14,13859.71,4910.63,1842.44,1997.79,2966.75,2030.76,2073.1,2044.64,2061.56,3098.11,2061.56,16918.59,9172.85,2909.83,2338.48,3507.72,2348.13,2382.27,2311.57,2400.08,2400.08,4024.2,2670.29,43480.84,3211.45,2649.63,2786.07,3365.4,2703.87,2959.98,3071.2,2215.57,3029.65,2630.03,3200.06,26760.88,4628.52,3284.68,3836.64,3392.38,3574.51,4500.11,3470.86,4415.42,4886.7,3873.95,4279.33,23432.22,3601.26,3492.44,4365.55,3592.44,4660.72,3799.68,4111.16,4947.15,3804.69,5239.23,4773.58,20170.85,9022.42,4364.69,4430.96,4217.67,5480.68,4319.69,4303.24,5406.14,4349.33,5526.46,4256.35,17712.84,5559.98
6060,6060,Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120229.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0,0.0,3623.0,98213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232181.0,24532.81,24356.14,24356.14,25113.77,25871.41,26980.75,27523.19,26832.24,26913.25,26620.71,26328.16,25706.21,0.0
6070,6070,Vehicle - JVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.95,499.49,371.83,644.06,1030.38,1176.76,2960.93,473.19,467.31,2572.05,662.2,255.29,434.43,561.16,635.52,510.44,597.83
6071,6071,Vehicle - LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6072,6072,Vehicle - JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.63,157.93,261.45,467.89,282.36,315.71,912.36,190.57,295.69,361.43,200.93,0.0,0.0
